1.0,0.9544,0.9104,0.864,0.8196,0.784,0.7208,0.0
1.0,0.9472,0.904,0.8588,0.818,0.7696,0.7148,0.0
1.0,0.9464,0.904,0.85,0.8116,0.7668,0.7024,0.0
1.0,0.9508,0.9036,0.8516,0.8068,0.76,0.71,0.0
1.0,0.952,0.8948,0.8512,0.808,0.756,0.0
1.0,0.9444,0.9028,0.8624,0.8124,0.7604,0.7008,0.0
1.0,0.9416,0.8888,0.8372,0.7888,0.7412,0.0
1.0,0.9492,0.9064,0.8552,0.8088,0.7656,0.7196,0.0
1.0,0.9516,0.9076,0.8596,0.804,0.758,0.7048,0.0
1.0,0.9452,0.8916,0.8392,0.7804,0.7232,0.0
1.0,0.9464,0.898,0.8532,0.8104,0.766,0.7052,0.0
1.0,0.9432,0.8968,0.8564,0.8076,0.7424,0.0
1.0,0.9488,0.9052,0.852,0.8084,0.7676,0.7112,0.0
1.0,0.9436,0.8872,0.8352,0.7844,0.7232,0.0
1.0,0.9496,0.898,0.854,0.816,0.7644,0.7064,0.0
1.0,0.956,0.9068,0.8572,0.804,0.7484,0.0
1.0,0.954,0.9044,0.8484,0.7968,0.7464,0.6612,0.0
1.0,0.956,0.9088,0.8568,0.8052,0.7484,0.6892,0.0
1.0,0.9492,0.8996,0.8524,0.808,0.7592,0.7012,0.0
1.0,0.9432,0.894,0.85,0.796,0.74,0.0
1.0,0.946,0.9056,0.866,0.8196,0.7732,0.7212,0.0
1.0,0.9484,0.8944,0.8504,0.7988,0.7492,0.0
1.0,0.9548,0.9072,0.8608,0.814,0.766,0.67,0.0
1.0,0.9492,0.9004,0.8584,0.8112,0.7524,0.6576,0.0
1.0,0.9456,0.892,0.8512,0.8004,0.7472,0.6672,0.0
1.0,0.9556,0.9096,0.8672,0.8208,0.7672,0.708,0.0
1.0,0.952,0.9072,0.8632,0.818,0.7684,0.6796,0.0
1.0,0.9484,0.8908,0.8452,0.7948,0.7544,0.646,0.0
1.0,0.9544,0.9132,0.864,0.8128,0.7568,0.6664,0.0
1.0,0.9472,0.9,0.8556,0.8116,0.7724,0.7208,0.0
1.0,0.9464,0.8956,0.852,0.8056,0.7624,0.7088,0.0
1.0,0.9472,0.8964,0.8504,0.8068,0.7548,0.6504,0.0
1.0,0.9484,0.9016,0.862,0.8184,0.7656,0.7032,0.0
1.0,0.9456,0.89,0.8508,0.7992,0.7368,0.0
1.0,0.9536,0.902,0.8584,0.8052,0.7472,0.0
1.0,0.9548,0.9112,0.866,0.8156,0.764,0.7104,0.0
1.0,0.946,0.8996,0.8568,0.8016,0.7436,0.0
1.0,0.9496,0.9048,0.8544,0.8012,0.74,0.0
1.0,0.9508,0.9064,0.8648,0.814,0.7664,0.694,0.0
1.0,0.9516,0.9104,0.8592,0.8164,0.7636,0.6992,0.0
1.0,0.9488,0.896,0.85,0.8016,0.7416,0.0
1.0,0.9408,0.8872,0.8372,0.7844,0.7312,0.0
1.0,0.9456,0.8992,0.8444,0.7956,0.7392,0.6684,0.0
1.0,0.9476,0.8944,0.848,0.8072,0.752,0.0
1.0,0.942,0.9,0.8508,0.8036,0.7576,0.0
1.0,0.9504,0.9004,0.8572,0.8104,0.756,0.6572,0.0
1.0,0.9508,0.9048,0.8536,0.8088,0.7624,0.6948,0.0
1.0,0.9444,0.8984,0.8536,0.8088,0.7596,0.7008,0.0
1.0,0.9532,0.9068,0.858,0.8164,0.7708,0.686,0.0
1.0,0.9484,0.8996,0.8512,0.7992,0.7564,0.674,0.0
1.0,0.946,0.8928,0.8336,0.7824,0.7256,0.0
1.0,0.952,0.902,0.85,0.8048,0.756,0.0
1.0,0.9508,0.9056,0.854,0.8172,0.7736,0.7128,0.0
1.0,0.9452,0.904,0.852,0.8036,0.7464,0.0
1.0,0.9572,0.9068,0.8576,0.8056,0.7552,0.698,0.0
1.0,0.948,0.8928,0.8508,0.7968,0.752,0.6748,0.0
1.0,0.9452,0.8952,0.844,0.7908,0.7464,0.6744,0.0
1.0,0.95,0.9052,0.8588,0.812,0.7612,0.696,0.0
1.0,0.9472,0.8984,0.8536,0.7996,0.7592,0.0
1.0,0.9556,0.914,0.8668,0.8272,0.7752,0.7184,0.0
1.0,0.9476,0.9048,0.8612,0.816,0.7508,0.6824,0.0
1.0,0.948,0.8944,0.8456,0.7976,0.7352,0.0
1.0,0.95,0.9012,0.8516,0.806,0.7652,0.6748,0.0
1.0,0.9456,0.902,0.854,0.81,0.766,0.7012,0.0
1.0,0.9508,0.9008,0.8572,0.8068,0.7596,0.6932,0.0
1.0,0.9488,0.9008,0.8568,0.8156,0.776,0.7168,0.0
1.0,0.9452,0.9028,0.8568,0.8132,0.7516,0.6656,0.0
1.0,0.9488,0.9004,0.8608,0.8176,0.7676,0.6804,0.0
1.0,0.9448,0.8944,0.8492,0.8148,0.7644,0.6952,0.0
1.0,0.9448,0.8976,0.8484,0.798,0.7548,0.7064,0.0
1.0,0.9428,0.902,0.8544,0.806,0.752,0.6784,0.0
1.0,0.9456,0.8976,0.8564,0.8096,0.7588,0.6896,0.0
1.0,0.9484,0.8972,0.8516,0.8024,0.7624,0.706,0.0
1.0,0.9524,0.9076,0.8712,0.8216,0.7684,0.7136,0.0
1.0,0.9468,0.8964,0.8452,0.8092,0.7516,0.6844,0.0
1.0,0.9472,0.8964,0.8548,0.8052,0.7568,0.6816,0.0
1.0,0.9508,0.8944,0.8476,0.8028,0.742,0.0
1.0,0.952,0.9084,0.862,0.8192,0.7724,0.7064,0.0
1.0,0.9472,0.9052,0.8648,0.8204,0.7716,0.7088,0.0
1.0,0.9568,0.9076,0.8588,0.8044,0.7548,0.6972,0.0
1.0,0.9512,0.8996,0.8584,0.8092,0.7616,0.0
1.0,0.9552,0.9088,0.86,0.8144,0.766,0.7016,0.0
1.0,0.95,0.902,0.8596,0.81,0.7668,0.6652,0.0
1.0,0.9424,0.8936,0.8444,0.7876,0.7504,0.648,0.0
1.0,0.9384,0.8912,0.8536,0.8108,0.7668,0.6504,0.0
1.0,0.9508,0.9032,0.8548,0.8132,0.766,0.7176,0.0
1.0,0.9572,0.912,0.862,0.814,0.7564,0.6716,0.0
1.0,0.9532,0.898,0.8572,0.8084,0.7584,0.6876,0.0
1.0,0.9544,0.9008,0.8592,0.8072,0.7488,0.6624,0.0
1.0,0.9452,0.9012,0.8544,0.8036,0.7588,0.654,0.0
1.0,0.9488,0.8972,0.8548,0.8076,0.7492,0.6712,0.0
1.0,0.9448,0.898,0.8536,0.8084,0.7544,0.0
1.0,0.9492,0.9032,0.8556,0.8216,0.7752,0.722,0.0
1.0,0.9532,0.9012,0.846,0.8036,0.7532,0.0
1.0,0.9536,0.9076,0.866,0.82,0.7744,0.7236,0.0
1.0,0.952,0.9104,0.8576,0.8064,0.7468,0.6972,0.0
1.0,0.9552,0.8984,0.8548,0.8092,0.7564,0.6564,0.0
1.0,0.9432,0.8984,0.85,0.8076,0.7564,0.6648,0.0
1.0,0.9544,0.9064,0.8588,0.8076,0.7472,0.6536,0.0
1.0,0.9488,0.9024,0.8604,0.8076,0.7576,0.6804,0.0
